RowID,ProductID,ProductName,Category,Price_SAR,Unit,City,BuyerName,StoreType,QuantityOrdered,OrderDate,revenue
198,P1219,Drip Bags Coffee - Alshumaisi,Drip Bags,38,Box,Khobar,Khobar_Retail Shop_95,Retail Shop,59,4/29/2025,2242
199,P7248,Drip Bags Coffee - Alshumaisi,Drip Bags,38,Box,Mecca,Mecca_Cafe_80,Cafe,33,11/17/2025,1254
200,P5014,V60 Dripper Set,Drip Tools,110,Set,Medina,Medina_Cafe_26,Cafe,29,8/8/2025,3190
201,P1140,Gooseneck Kettle 1L,Drip Tools,180,Piece,Abha,Abha_Retail Shop_190,Retail Shop,35,5/28/2025,6300
202,P4651,Towaiq Blend 250g,Coffee Beans,65,250g Pack,Qassim,Qassim_Retail Shop_184,Retail Shop,51,3/11/2025,3315
203,P9069,Alqarah Mountain Coffee 250g,Coffee Beans,45,250g Pack,Qassim,Qassim_Retail Shop_244,Retail Shop,92,3/22/2025,4140
204,P8082,Barista Milk Pitcher 600ml,Espresso Tools,75,Piece,Mecca,Mecca_Mall_259,Mall,88,3/8/2025,6600
205,P1687,Safaniya Field Capsules (6pcs),Coffee Capsules,34.5,Box,Khobar,Khobar_Cafe_91,Cafe,26,1/9/2026,897
206,P6262,Espresso Tamper 58mm,Espresso Tools,95,Piece,Mecca,Mecca_Mall_94,Mall,42,10/5/2025,3990
207,P1252,Alqarah Mountain Coffee 250g,Coffee Beans,45,250g Pack,Riyadh,Riyadh_Retail Shop_16,Retail Shop,21,11/18/2025,945
208,P6597,V60 Dripper Set,Drip Tools,110,Set,Riyadh,Riyadh_Mall_153,Mall,8,8/8/2025,880
209,P5703,Drip Bags Coffee - Alshumaisi,Drip Bags,38,Box,Jeddah,Jeddah_Cafe_245,Cafe,48,12/15/2025,1824
210,P8442,Safaniya Field Capsules (6pcs),Coffee Capsules,34.5,Box,Tabuk,Tabuk_Retail Shop_249,Retail Shop,40,8/20/2025,1380
211,P1338,Towaiq Blend 250g,Coffee Beans,65,250g Pack,Dammam,Dammam_Cafe_262,Cafe,58,7/27/2025,3770
212,P7671,Towaiq Blend 250g,Coffee Beans,65,250g Pack,Tabuk,Tabuk_Mall_167,Mall,84,6/9/2025,5460
213,P5280,Alqarah Mountain Coffee 250g,Coffee Beans,45,250g Pack,Mecca,Mecca_Mall_104,Mall,68,3/16/2025,3060
214,P5294,Drip Bags Coffee - Alshumaisi,Drip Bags,38,Box,Dammam,Dammam_Retail Shop_61,Retail Shop,26,6/7/2025,988
215,P3514,Safaniya Field Capsules (6pcs),Coffee Capsules,34.5,Box,Dammam,Dammam_Retail Shop_86,Retail Shop,58,1/25/2026,2001
216,P8571,Alqarah Mountain Coffee 250g,Coffee Beans,45,250g Pack,Abha,Abha_Mall_152,Mall,94,8/9/2025,4230
217,P3531,Towaiq Blend 250g,Coffee Beans,65,250g Pack,Abha,Abha_Retail Shop_94,Retail Shop,45,10/29/2025,2925
218,P3078,Barista Milk Pitcher 600ml,Espresso Tools,75,Piece,Abha,Abha_Retail Shop_265,Retail Shop,22,10/11/2025,1650
219,P9469,Gooseneck Kettle 1L,Drip Tools,180,Piece,Tabuk,Tabuk_Retail Shop_200,Retail Shop,35,9/8/2025,6300
220,P9515,Espresso Tamper 58mm,Espresso Tools,95,Piece,Mecca,Mecca_Retail Shop_240,Retail Shop,68,11/18/2025,6460
221,P3264,Drip Bags Coffee - Alshumaisi,Drip Bags,38,Box,Khobar,Khobar_Retail Shop_122,Retail Shop,80,2/11/2026,3040
222,P1056,V60 Dripper Set,Drip Tools,110,Set,Mecca,Mecca_Cafe_267,Cafe,73,6/20/2025,8030
223,P2653,Towaiq Blend 250g,Coffee Beans,65,250g Pack,Dammam,Dammam_Cafe_160,Cafe,38,7/26/2025,2470
224,P9637,V60 Dripper Set,Drip Tools,110,Set,Mecca,Mecca_Cafe_129,Cafe,82,6/26/2025,9020
225,P7922,Drip Bags Coffee - Alshumaisi,Drip Bags,38,Box,Abha,Abha_Retail Shop_27,Retail Shop,19,2/21/2025,722
226,P1627,Barista Milk Pitcher 600ml,Espresso Tools,75,Piece,Hail,Hail_Cafe_228,Cafe,33,9/19/2025,2475
227,P8239,Saudi Coffee Bundle 1.2kg,Coffee Bundles,120,Bundle,Abha,Abha_Cafe_191,Cafe,10,2/9/2026,1200
228,P3501,Drip Bags Coffee - Alshumaisi,Drip Bags,38,Box,Jeddah,Jeddah_Cafe_172,Cafe,41,5/4/2025,1558
229,P8584,Saudi Coffee Bundle 1.2kg,Coffee Bundles,120,Bundle,Hail,Hail_Mall_283,Mall,21,11/13/2025,2520
230,P1557,Towaiq Blend 250g,Coffee Beans,65,250g Pack,Jeddah,Jeddah_Cafe_175,Cafe,29,12/19/2025,1885
231,P3186,Alqarah Mountain Coffee 250g,Coffee Beans,45,250g Pack,Khobar,Khobar_Mall_3,Mall,68,4/16/2025,3060
232,P1307,Safaniya Field Capsules (6pcs),Coffee Capsules,34.5,Box,Hail,Hail_Cafe_232,Cafe,76,11/5/2025,2622
233,P1983,Gooseneck Kettle 1L,Drip Tools,180,Piece,Jeddah,Jeddah_Cafe_283,Cafe,54,8/16/2025,9720
234,P8234,Coffee Scale Digital,Accessories,150,Piece,Dammam,Dammam_Retail Shop_112,Retail Shop,45,9/30/2025,6750
235,P5797,V60 Dripper Set,Drip Tools,110,Set,Qassim,Qassim_Cafe_160,Cafe,64,2/26/2025,7040
236,P2954,Towaiq Blend 250g,Coffee Beans,65,250g Pack,Qassim,Qassim_Cafe_255,Cafe,18,6/27/2025,1170
237,P7750,Espresso Tamper 58mm,Espresso Tools,95,Piece,Abha,Abha_Cafe_128,Cafe,85,6/14/2025,8075
238,P1607,Drip Bags Coffee - Alshumaisi,Drip Bags,38,Box,Dammam,Dammam_Retail Shop_226,Retail Shop,20,4/23/2025,760
239,P4134,Alqarah Mountain Coffee 250g,Coffee Beans,45,250g Pack,Mecca,Mecca_Cafe_20,Cafe,75,7/8/2025,3375
240,P1374,Drip Bags Coffee - Alshumaisi,Drip Bags,38,Box,Abha,Abha_Cafe_76,Cafe,43,9/11/2025,1634
241,P4472,V60 Dripper Set,Drip Tools,110,Set,Mecca,Mecca_Cafe_175,Cafe,30,5/3/2025,3300
242,P5725,Coffee Scale Digital,Accessories,150,Piece,Tabuk,Tabuk_Retail Shop_181,Retail Shop,45,11/1/2025,6750
243,P2520,Safaniya Field Capsules (6pcs),Coffee Capsules,34.5,Box,Hail,Hail_Cafe_279,Cafe,22,11/9/2025,759
244,P2934,Gooseneck Kettle 1L,Drip Tools,180,Piece,Abha,Abha_Retail Shop_222,Retail Shop,79,5/14/2025,14220
245,P5535,Barista Milk Pitcher 600ml,Espresso Tools,75,Piece,Dammam,Dammam_Retail Shop_53,Retail Shop,75,5/26/2025,5625
246,P6426,Barista Milk Pitcher 600ml,Espresso Tools,75,Piece,Medina,Medina_Retail Shop_96,Retail Shop,58,8/22/2025,4350
247,P4877,Coffee Scale Digital,Accessories,150,Piece,Tabuk,Tabuk_Cafe_66,Cafe,64,9/6/2025,9600
248,P3268,Barista Milk Pitcher 600ml,Espresso Tools,75,Piece,Mecca,Mecca_Mall_74,Mall,93,12/29/2025,6975
249,P9451,Towaiq Blend 250g,Coffee Beans,65,250g Pack,Riyadh,Riyadh_Retail Shop_208,Retail Shop,78,6/13/2025,5070
250,P8459,Towaiq Blend 250g,Coffee Beans,65,250g Pack,Medina,Medina_Mall_162,Mall,9,9/14/2025,585
251,P6347,Barista Milk Pitcher 600ml,Espresso Tools,75,Piece,Mecca,Mecca_Cafe_227,Cafe,60,8/21/2025,4500
252,P6476,Coffee Scale Digital,Accessories,150,Piece,Tabuk,Tabuk_Mall_13,Mall,77,5/23/2025,11550
253,P2187,V60 Dripper Set,Drip Tools,110,Set,Mecca,Mecca_Retail Shop_249,Retail Shop,29,10/16/2025,3190
254,P2319,V60 Dripper Set,Drip Tools,110,Set,Tabuk,Tabuk_Retail Shop_83,Retail Shop,47,1/9/2026,5170
255,P9255,Coffee Scale Digital,Accessories,150,Piece,Abha,Abha_Retail Shop_73,Retail Shop,36,2/3/2026,5400
256,P2847,Safaniya Field Capsules (6pcs),Coffee Capsules,34.5,Box,Khobar,Khobar_Mall_234,Mall,63,5/25/2025,2173.5
257,P8974,Espresso Tamper 58mm,Espresso Tools,95,Piece,Medina,Medina_Mall_194,Mall,100,10/15/2025,9500
258,P3725,V60 Dripper Set,Drip Tools,110,Set,Jeddah,Jeddah_Cafe_130,Cafe,98,6/20/2025,10780
259,P6053,Gooseneck Kettle 1L,Drip Tools,180,Piece,Jeddah,Jeddah_Mall_252,Mall,95,1/27/2026,17100
260,P2778,Towaiq Blend 250g,Coffee Beans,65,250g Pack,Riyadh,Riyadh_Retail Shop_15,Retail Shop,35,1/16/2026,2275
261,P6186,Safaniya Field Capsules (6pcs),Coffee Capsules,34.5,Box,Mecca,Mecca_Cafe_217,Cafe,54,10/21/2025,1863
262,P7099,Barista Milk Pitcher 600ml,Espresso Tools,75,Piece,Jeddah,Jeddah_Mall_82,Mall,5,9/16/2025,375
263,P5587,Towaiq Blend 250g,Coffee Beans,65,250g Pack,Hail,Hail_Retail Shop_112,Retail Shop,67,7/13/2025,4355
264,P5582,Alqarah Mountain Coffee 250g,Coffee Beans,45,250g Pack,Medina,Medina_Mall_262,Mall,60,12/2/2025,2700
265,P9670,V60 Dripper Set,Drip Tools,110,Set,Qassim,Qassim_Cafe_158,Cafe,71,11/23/2025,7810
266,P8487,Alqarah Mountain Coffee 250g,Coffee Beans,45,250g Pack,Qassim,Qassim_Mall_252,Mall,32,3/29/2025,1440
267,P3403,Drip Bags Coffee - Alshumaisi,Drip Bags,38,Box,Hail,Hail_Mall_218,Mall,57,3/26/2025,2166
268,P7566,Espresso Tamper 58mm,Espresso Tools,95,Piece,Dammam,Dammam_Mall_133,Mall,22,2/17/2025,2090
269,P2270,Coffee Scale Digital,Accessories,150,Piece,Medina,Medina_Cafe_268,Cafe,95,7/18/2025,14250
270,P1933,Towaiq Blend 250g,Coffee Beans,65,250g Pack,Qassim,Qassim_Cafe_265,Cafe,86,4/11/2025,5590
271,P7323,Espresso Tamper 58mm,Espresso Tools,95,Piece,Medina,Medina_Retail Shop_27,Retail Shop,62,4/24/2025,5890
272,P2988,Saudi Coffee Bundle 1.2kg,Coffee Bundles,120,Bundle,Dammam,Dammam_Retail Shop_126,Retail Shop,83,2/4/2026,9960
273,P6510,Gooseneck Kettle 1L,Drip Tools,180,Piece,Abha,Abha_Mall_46,Mall,38,4/19/2025,6840
274,P2935,Barista Milk Pitcher 600ml,Espresso Tools,75,Piece,Abha,Abha_Mall_226,Mall,7,4/22/2025,525
275,P8249,Alqarah Mountain Coffee 250g,Coffee Beans,45,250g Pack,Khobar,Khobar_Retail Shop_233,Retail Shop,42,12/23/2025,1890
276,P5286,Safaniya Field Capsules (6pcs),Coffee Capsules,34.5,Box,Hail,Hail_Retail Shop_271,Retail Shop,17,6/11/2025,586.5
277,P9251,Safaniya Field Capsules (6pcs),Coffee Capsules,34.5,Box,Tabuk,Tabuk_Mall_232,Mall,98,5/2/2025,3381
278,P1056,Safaniya Field Capsules (6pcs),Coffee Capsules,34.5,Box,Mecca,Mecca_Retail Shop_267,Retail Shop,49,1/10/2026,1690.5
279,P8208,Saudi Coffee Bundle 1.2kg,Coffee Bundles,120,Bundle,Qassim,Qassim_Retail Shop_281,Retail Shop,20,5/17/2025,2400
280,P5319,Coffee Scale Digital,Accessories,150,Piece,Qassim,Qassim_Cafe_101,Cafe,66,11/1/2025,9900
281,P1896,Alqarah Mountain Coffee 250g,Coffee Beans,45,250g Pack,Khobar,Khobar_Cafe_155,Cafe,9,4/4/2025,405
282,P5026,Gooseneck Kettle 1L,Drip Tools,180,Piece,Tabuk,Tabuk_Retail Shop_44,Retail Shop,87,2/21/2025,15660
283,P5756,Saudi Coffee Bundle 1.2kg,Coffee Bundles,120,Bundle,Hail,Hail_Retail Shop_285,Retail Shop,52,8/18/2025,6240
284,P5825,Coffee Scale Digital,Accessories,150,Piece,Khobar,Khobar_Cafe_214,Cafe,62,6/25/2025,9300
285,P7632,Espresso Tamper 58mm,Espresso Tools,95,Piece,Dammam,Dammam_Cafe_37,Cafe,72,10/17/2025,6840
286,P4801,Alqarah Mountain Coffee 250g,Coffee Beans,45,250g Pack,Riyadh,Riyadh_Mall_186,Mall,85,3/31/2025,3825
287,P6709,Drip Bags Coffee - Alshumaisi,Drip Bags,38,Box,Mecca,Mecca_Cafe_238,Cafe,45,5/16/2025,1710
288,P1396,V60 Dripper Set,Drip Tools,110,Set,Qassim,Qassim_Mall_81,Mall,51,7/17/2025,5610
289,P3303,Safaniya Field Capsules (6pcs),Coffee Capsules,34.5,Box,Abha,Abha_Retail Shop_132,Retail Shop,39,7/29/2025,1345.5
290,P8218,Coffee Scale Digital,Accessories,150,Piece,Abha,Abha_Mall_133,Mall,48,12/9/2025,7200
291,P3893,Towaiq Blend 250g,Coffee Beans,65,250g Pack,Mecca,Mecca_Retail Shop_260,Retail Shop,23,4/26/2025,1495
292,P5397,Safaniya Field Capsules (6pcs),Coffee Capsules,34.5,Box,Riyadh,Riyadh_Retail Shop_237,Retail Shop,56,4/27/2025,1932
293,P1901,Drip Bags Coffee - Alshumaisi,Drip Bags,38,Box,Mecca,Mecca_Mall_170,Mall,54,6/21/2025,2052
294,P1650,Barista Milk Pitcher 600ml,Espresso Tools,75,Piece,Riyadh,Riyadh_Mall_72,Mall,34,10/4/2025,2550
295,P6624,Gooseneck Kettle 1L,Drip Tools,180,Piece,Dammam,Dammam_Cafe_209,Cafe,84,10/30/2025,15120
296,P4375,V60 Dripper Set,Drip Tools,110,Set,Riyadh,Riyadh_Retail Shop_263,Retail Shop,74,11/3/2025,8140
297,P4774,Drip Bags Coffee - Alshumaisi,Drip Bags,38,Box,Jeddah,Jeddah_Mall_287,Mall,67,1/15/2026,2546
298,P5780,Drip Bags Coffee - Alshumaisi,Drip Bags,38,Box,Dammam,Dammam_Retail Shop_23,Retail Shop,8,7/28/2025,304
299,P7833,Saudi Coffee Bundle 1.2kg,Coffee Bundles,120,Bundle,Dammam,Dammam_Retail Shop_33,Retail Shop,6,9/7/2025,720
300,P3057,Coffee Scale Digital,Accessories,150,Piece,Khobar,Khobar_Mall_56,Mall,75,3/21/2025,11250
301,P6740,Gooseneck Kettle 1L,Drip Tools,180,Piece,Dammam,Dammam_Cafe_78,Cafe,87,11/30/2025,15660
302,P1946,V60 Dripper Set,Drip Tools,110,Set,Qassim,Qassim_Retail Shop_36,Retail Shop,59,6/16/2025,6490
303,P4683,Gooseneck Kettle 1L,Drip Tools,180,Piece,Tabuk,Tabuk_Retail Shop_247,Retail Shop,29,3/20/2025,5220
304,P7281,Towaiq Blend 250g,Coffee Beans,65,250g Pack,Abha,Abha_Mall_226,Mall,76,7/29/2025,4940
305,P3085,Gooseneck Kettle 1L,Drip Tools,180,Piece,Tabuk,Tabuk_Cafe_184,Cafe,94,3/17/2025,16920
306,P3330,Alqarah Mountain Coffee 250g,Coffee Beans,45,250g Pack,Jeddah,Jeddah_Cafe_124,Cafe,69,8/12/2025,3105
307,P1787,V60 Dripper Set,Drip Tools,110,Set,Riyadh,Riyadh_Mall_9,Mall,27,7/30/2025,2970
308,P6192,Towaiq Blend 250g,Coffee Beans,65,250g Pack,Jeddah,Jeddah_Retail Shop_298,Retail Shop,86,1/12/2026,5590
309,P5292,Espresso Tamper 58mm,Espresso Tools,95,Piece,Riyadh,Riyadh_Retail Shop_64,Retail Shop,94,7/22/2025,8930
310,P7389,Alqarah Mountain Coffee 250g,Coffee Beans,45,250g Pack,Hail,Hail_Mall_278,Mall,25,8/11/2025,1125
311,P5628,Barista Milk Pitcher 600ml,Espresso Tools,75,Piece,Hail,Hail_Mall_283,Mall,89,6/8/2025,6675
312,P6652,Coffee Scale Digital,Accessories,150,Piece,Mecca,Mecca_Retail Shop_49,Retail Shop,71,2/4/2026,10650
313,P5543,V60 Dripper Set,Drip Tools,110,Set,Dammam,Dammam_Cafe_203,Cafe,14,4/24/2025,1540
314,P6849,Gooseneck Kettle 1L,Drip Tools,180,Piece,Jeddah,Jeddah_Retail Shop_142,Retail Shop,62,7/7/2025,11160
315,P5441,Barista Milk Pitcher 600ml,Espresso Tools,75,Piece,Jeddah,Jeddah_Mall_16,Mall,84,11/24/2025,6300
316,P9496,Safaniya Field Capsules (6pcs),Coffee Capsules,34.5,Box,Khobar,Khobar_Cafe_274,Cafe,91,6/18/2025,3139.5
317,P3876,Alqarah Mountain Coffee 250g,Coffee Beans,45,250g Pack,Khobar,Khobar_Retail Shop_120,Retail Shop,69,5/16/2025,3105
318,P3448,Barista Milk Pitcher 600ml,Espresso Tools,75,Piece,Medina,Medina_Retail Shop_277,Retail Shop,34,7/21/2025,2550
319,P2622,Safaniya Field Capsules (6pcs),Coffee Capsules,34.5,Box,Abha,Abha_Mall_55,Mall,15,1/2/2026,517.5
320,P3157,Coffee Scale Digital,Accessories,150,Piece,Mecca,Mecca_Cafe_216,Cafe,87,5/30/2025,13050
321,P4825,Safaniya Field Capsules (6pcs),Coffee Capsules,34.5,Box,Jeddah,Jeddah_Mall_284,Mall,63,3/11/2025,2173.5
322,P3416,Espresso Tamper 58mm,Espresso Tools,95,Piece,Abha,Abha_Retail Shop_258,Retail Shop,24,9/17/2025,2280
323,P6240,Safaniya Field Capsules (6pcs),Coffee Capsules,34.5,Box,Khobar,Khobar_Cafe_169,Cafe,35,2/16/2025,1207.5
324,P5321,V60 Dripper Set,Drip Tools,110,Set,Jeddah,Jeddah_Cafe_115,Cafe,12,10/9/2025,1320
325,P6282,Saudi Coffee Bundle 1.2kg,Coffee Bundles,120,Bundle,Dammam,Dammam_Retail Shop_288,Retail Shop,12,2/1/2026,1440
326,P7258,V60 Dripper Set,Drip Tools,110,Set,Qassim,Qassim_Cafe_236,Cafe,25,2/27/2025,2750
327,P1539,Safaniya Field Capsules (6pcs),Coffee Capsules,34.5,Box,Mecca,Mecca_Retail Shop_176,Retail Shop,14,5/19/2025,483
328,P1080,Towaiq Blend 250g,Coffee Beans,65,250g Pack,Jeddah,Jeddah_Mall_102,Mall,56,1/12/2026,3640
329,P6827,Safaniya Field Capsules (6pcs),Coffee Capsules,34.5,Box,Medina,Medina_Retail Shop_176,Retail Shop,100,5/5/2025,3450
330,P3128,Alqarah Mountain Coffee 250g,Coffee Beans,45,250g Pack,Dammam,Dammam_Mall_81,Mall,42,9/16/2025,1890
331,P5955,Coffee Scale Digital,Accessories,150,Piece,Tabuk,Tabuk_Cafe_163,Cafe,78,10/14/2025,11700
332,P1399,Saudi Coffee Bundle 1.2kg,Coffee Bundles,120,Bundle,Qassim,Qassim_Mall_37,Mall,94,3/30/2025,11280
333,P1060,Alqarah Mountain Coffee 250g,Coffee Beans,45,250g Pack,Dammam,Dammam_Mall_15,Mall,23,4/3/2025,1035
334,P6410,Barista Milk Pitcher 600ml,Espresso Tools,75,Piece,Qassim,Qassim_Mall_162,Mall,74,4/23/2025,5550
335,P3646,V60 Dripper Set,Drip Tools,110,Set,Tabuk,Tabuk_Retail Shop_53,Retail Shop,23,7/22/2025,2530
336,P7121,Safaniya Field Capsules (6pcs),Coffee Capsules,34.5,Box,Medina,Medina_Cafe_158,Cafe,74,6/18/2025,2553
337,P6353,V60 Dripper Set,Drip Tools,110,Set,Medina,Medina_Cafe_107,Cafe,60,8/6/2025,6600
338,P5134,Gooseneck Kettle 1L,Drip Tools,180,Piece,Mecca,Mecca_Retail Shop_32,Retail Shop,90,4/13/2025,16200
339,P6228,Towaiq Blend 250g,Coffee Beans,65,250g Pack,Jeddah,Jeddah_Retail Shop_4,Retail Shop,75,1/23/2026,4875
340,P3908,Coffee Scale Digital,Accessories,150,Piece,Riyadh,Riyadh_Retail Shop_27,Retail Shop,75,3/18/2025,11250
341,P7947,Alqarah Mountain Coffee 250g,Coffee Beans,45,250g Pack,Tabuk,Tabuk_Retail Shop_64,Retail Shop,100,12/7/2025,4500
342,P8982,Alqarah Mountain Coffee 250g,Coffee Beans,45,250g Pack,Jeddah,Jeddah_Cafe_137,Cafe,81,3/20/2025,3645
343,P7589,Espresso Tamper 58mm,Espresso Tools,95,Piece,Abha,Abha_Cafe_130,Cafe,70,8/28/2025,6650
344,P9977,V60 Dripper Set,Drip Tools,110,Set,Jeddah,Jeddah_Retail Shop_191,Retail Shop,57,1/29/2026,6270
345,P7324,Alqarah Mountain Coffee 250g,Coffee Beans,45,250g Pack,Qassim,Qassim_Mall_134,Mall,67,4/13/2025,3015
346,P7174,Saudi Coffee Bundle 1.2kg,Coffee Bundles,120,Bundle,Jeddah,Jeddah_Mall_296,Mall,44,11/23/2025,5280
347,P4704,Drip Bags Coffee - Alshumaisi,Drip Bags,38,Box,Tabuk,Tabuk_Cafe_115,Cafe,17,11/6/2025,646
348,P5137,Espresso Tamper 58mm,Espresso Tools,95,Piece,Hail,Hail_Mall_110,Mall,47,8/5/2025,4465
349,P8793,Gooseneck Kettle 1L,Drip Tools,180,Piece,Tabuk,Tabuk_Mall_254,Mall,57,10/6/2025,10260
350,P3180,Coffee Scale Digital,Accessories,150,Piece,Hail,Hail_Retail Shop_130,Retail Shop,18,6/9/2025,2700
351,P8804,Gooseneck Kettle 1L,Drip Tools,180,Piece,Hail,Hail_Mall_98,Mall,34,12/27/2025,6120
352,P3943,Espresso Tamper 58mm,Espresso Tools,95,Piece,Tabuk,Tabuk_Mall_33,Mall,89,3/30/2025,8455
353,P2902,Gooseneck Kettle 1L,Drip Tools,180,Piece,Dammam,Dammam_Retail Shop_162,Retail Shop,97,5/11/2025,17460
354,P2269,Coffee Scale Digital,Accessories,150,Piece,Hail,Hail_Mall_250,Mall,42,7/3/2025,6300
355,P9778,Gooseneck Kettle 1L,Drip Tools,180,Piece,Abha,Abha_Cafe_85,Cafe,12,12/10/2025,2160
356,P5074,Saudi Coffee Bundle 1.2kg,Coffee Bundles,120,Bundle,Dammam,Dammam_Mall_96,Mall,15,4/8/2025,1800
357,P3976,Barista Milk Pitcher 600ml,Espresso Tools,75,Piece,Qassim,Qassim_Retail Shop_31,Retail Shop,5,3/21/2025,375
358,P9688,Drip Bags Coffee - Alshumaisi,Drip Bags,38,Box,Hail,Hail_Retail Shop_86,Retail Shop,11,7/21/2025,418
359,P4722,Espresso Tamper 58mm,Espresso Tools,95,Piece,Dammam,Dammam_Mall_72,Mall,84,1/20/2026,7980
360,P6047,Coffee Scale Digital,Accessories,150,Piece,Abha,Abha_Cafe_284,Cafe,32,2/23/2025,4800
361,P8072,Saudi Coffee Bundle 1.2kg,Coffee Bundles,120,Bundle,Mecca,Mecca_Mall_171,Mall,25,8/20/2025,3000
362,P7623,Espresso Tamper 58mm,Espresso Tools,95,Piece,Jeddah,Jeddah_Retail Shop_20,Retail Shop,92,5/16/2025,8740
363,P5255,Towaiq Blend 250g,Coffee Beans,65,250g Pack,Qassim,Qassim_Cafe_298,Cafe,34,5/30/2025,2210
364,P6867,Drip Bags Coffee - Alshumaisi,Drip Bags,38,Box,Tabuk,Tabuk_Cafe_110,Cafe,56,7/1/2025,2128
365,P3118,Barista Milk Pitcher 600ml,Espresso Tools,75,Piece,Hail,Hail_Cafe_263,Cafe,64,3/13/2025,4800
366,P7398,Safaniya Field Capsules (6pcs),Coffee Capsules,34.5,Box,Jeddah,Jeddah_Cafe_50,Cafe,77,4/16/2025,2656.5
367,P2431,Safaniya Field Capsules (6pcs),Coffee Capsules,34.5,Box,Abha,Abha_Mall_269,Mall,69,1/29/2026,2380.5
368,P8352,Alqarah Mountain Coffee 250g,Coffee Beans,45,250g Pack,Tabuk,Tabuk_Mall_234,Mall,49,3/12/2025,2205
369,P3902,Towaiq Blend 250g,Coffee Beans,65,250g Pack,Riyadh,Riyadh_Cafe_38,Cafe,36,2/26/2025,2340
370,P6933,Barista Milk Pitcher 600ml,Espresso Tools,75,Piece,Hail,Hail_Mall_208,Mall,79,4/20/2025,5925
371,P3512,Safaniya Field Capsules (6pcs),Coffee Capsules,34.5,Box,Jeddah,Jeddah_Retail Shop_6,Retail Shop,9,3/1/2025,310.5
372,P3929,Barista Milk Pitcher 600ml,Espresso Tools,75,Piece,Mecca,Mecca_Retail Shop_236,Retail Shop,14,2/27/2025,1050
373,P5358,Towaiq Blend 250g,Coffee Beans,65,250g Pack,Tabuk,Tabuk_Mall_181,Mall,87,9/20/2025,5655
374,P4944,V60 Dripper Set,Drip Tools,110,Set,Hail,Hail_Retail Shop_70,Retail Shop,23,1/14/2026,2530
375,P6174,Towaiq Blend 250g,Coffee Beans,65,250g Pack,Qassim,Qassim_Retail Shop_66,Retail Shop,100,1/20/2026,6500
376,P5962,Towaiq Blend 250g,Coffee Beans,65,250g Pack,Qassim,Qassim_Cafe_296,Cafe,80,4/4/2025,5200
377,P3867,Coffee Scale Digital,Accessories,150,Piece,Qassim,Qassim_Retail Shop_125,Retail Shop,16,5/22/2025,2400
378,P1539,Gooseneck Kettle 1L,Drip Tools,180,Piece,Abha,Abha_Mall_37,Mall,74,12/2/2025,13320
379,P3562,V60 Dripper Set,Drip Tools,110,Set,Dammam,Dammam_Retail Shop_295,Retail Shop,58,5/31/2025,6380
380,P3727,Coffee Scale Digital,Accessories,150,Piece,Dammam,Dammam_Mall_247,Mall,14,3/13/2025,2100
381,P1596,Barista Milk Pitcher 600ml,Espresso Tools,75,Piece,Khobar,Khobar_Mall_133,Mall,40,12/7/2025,3000
382,P5709,Barista Milk Pitcher 600ml,Espresso Tools,75,Piece,Jeddah,Jeddah_Cafe_99,Cafe,7,5/8/2025,525
383,P6311,Safaniya Field Capsules (6pcs),Coffee Capsules,34.5,Box,Hail,Hail_Cafe_207,Cafe,27,4/27/2025,931.5
384,P6443,Towaiq Blend 250g,Coffee Beans,65,250g Pack,Mecca,Mecca_Cafe_72,Cafe,78,7/11/2025,5070
385,P1360,Drip Bags Coffee - Alshumaisi,Drip Bags,38,Box,Qassim,Qassim_Cafe_290,Cafe,31,9/2/2025,1178
386,P4374,Coffee Scale Digital,Accessories,150,Piece,Medina,Medina_Mall_258,Mall,93,6/5/2025,13950
387,P8317,Saudi Coffee Bundle 1.2kg,Coffee Bundles,120,Bundle,Medina,Medina_Mall_196,Mall,26,2/12/2026,3120
388,P6655,Espresso Tamper 58mm,Espresso Tools,95,Piece,Khobar,Khobar_Retail Shop_46,Retail Shop,72,12/17/2025,6840
389,P2725,V60 Dripper Set,Drip Tools,110,Set,Khobar,Khobar_Mall_92,Mall,64,6/6/2025,7040
390,P7555,Coffee Scale Digital,Accessories,150,Piece,Khobar,Khobar_Mall_121,Mall,86,12/3/2025,12900
391,P3268,Saudi Coffee Bundle 1.2kg,Coffee Bundles,120,Bundle,Riyadh,Riyadh_Mall_77,Mall,53,12/25/2025,6360
392,P5124,Coffee Scale Digital,Accessories,150,Piece,Mecca,Mecca_Cafe_34,Cafe,87,10/29/2025,13050
393,P1843,Towaiq Blend 250g,Coffee Beans,65,250g Pack,Qassim,Qassim_Retail Shop_54,Retail Shop,77,1/18/2026,5005
394,P3657,Espresso Tamper 58mm,Espresso Tools,95,Piece,Tabuk,Tabuk_Retail Shop_237,Retail Shop,23,7/10/2025,2185
395,P2459,Coffee Scale Digital,Accessories,150,Piece,Dammam,Dammam_Retail Shop_22,Retail Shop,10,1/5/2026,1500
396,P9007,Gooseneck Kettle 1L,Drip Tools,180,Piece,Mecca,Mecca_Cafe_221,Cafe,18,7/26/2025,3240
397,P9222,V60 Dripper Set,Drip Tools,110,Set,Qassim,Qassim_Mall_20,Mall,11,11/1/2025,1210
398,P2480,Safaniya Field Capsules (6pcs),Coffee Capsules,34.5,Box,Riyadh,Riyadh_Mall_282,Mall,18,5/19/2025,621
